forecast_date,origin_port,destination_port,cargo_type,bunker_vlsfo_usd_ton,coal_type,import_volume_tons
2023-03-29,BALIKPAPAN,KAMARAJAR,Thermal Coal,575.0,Thermal Coal,70000.0
2023-03-29,RICHARDS_BAY,PARADIP,Thermal Coal,575.0,Thermal Coal,70000.0
2023-03-29,TANJUNG_BARA,DHAMRA,Thermal Coal,575.0,Thermal Coal,70000.0
2023-03-29,HAY_POINT,PARADIP,Coking Coal,575.0,Coking Coal,70000.0
2023-03-29,HAY_POINT,VISAKHAPATNAM,Coking Coal,575.0,Coking Coal,70000.0
2023-03-29,NEWCASTLE,DHAMRA,Thermal Coal,575.0,Thermal Coal,70000.0
2023-03-29,HAY_POINT,DHAMRA,Coking Coal,575.0,Coking Coal,70000.0
2023-03-29,MAPUTO,VISAKHAPATNAM,Coking Coal,575.0,Coking Coal,70000.0
2023-03-30,RICHARDS_BAY,PARADIP,Thermal Coal,570.0,Thermal Coal,70000.0
2023-03-30,HAY_POINT,PARADIP,Coking Coal,570.0,Coking Coal,70000.0
2023-03-30,HAY_POINT,VISAKHAPATNAM,Coking Coal,570.0,Coking Coal,70000.0
2023-03-30,BALIKPAPAN,KAMARAJAR,Thermal Coal,570.0,Thermal Coal,70000.0
2023-03-30,TANJUNG_BARA,PARADIP,Thermal Coal,570.0,Thermal Coal,70000.0
2023-03-30,MAPUTO,VISAKHAPATNAM,Coking Coal,570.0,Coking Coal,70000.0
2023-03-30,TANJUNG_BARA,DHAMRA,Thermal Coal,570.0,Thermal Coal,70000.0
2023-03-30,HAY_POINT,DHAMRA,Coking Coal,570.0,Coking Coal,70000.0
2023-03-30,NEWCASTLE,DHAMRA,Thermal Coal,570.0,Thermal Coal,70000.0
2023-03-30,GLADSTONE,PARADIP,Coking Coal,570.0,Coking Coal,70000.0
2023-03-31,NEWCASTLE,DHAMRA,Thermal Coal,568.2,Thermal Coal,70000.0
2023-03-31,TANJUNG_BARA,DHAMRA,Thermal Coal,568.2,Thermal Coal,70000.0
2023-03-31,HAY_POINT,DHAMRA,Coking Coal,568.2,Coking Coal,70000.0
2023-03-31,HAY_POINT,VISAKHAPATNAM,Coking Coal,568.2,Coking Coal,70000.0
2023-03-31,GLADSTONE,PARADIP,Coking Coal,568.2,Coking Coal,70000.0
2023-03-31,HAY_POINT,PARADIP,Coking Coal,568.2,Coking Coal,70000.0
2023-03-31,RICHARDS_BAY,PARADIP,Thermal Coal,568.2,Thermal Coal,70000.0
2023-03-31,MAPUTO,VISAKHAPATNAM,Coking Coal,568.2,Coking Coal,70000.0
2023-03-31,TANJUNG_BARA,PARADIP,Thermal Coal,568.2,Thermal Coal,70000.0
2023-03-31,BALIKPAPAN,KAMARAJAR,Thermal Coal,568.2,Thermal Coal,70000.0
2023-04-01,TANJUNG_BARA,PARADIP,Thermal Coal,562.5,Thermal Coal,70000.0
2023-04-01,BALIKPAPAN,KAMARAJAR,Thermal Coal,562.5,Thermal Coal,70000.0
2023-04-01,HAY_POINT,VISAKHAPATNAM,Coking Coal,562.5,Coking Coal,70000.0
2023-04-01,GLADSTONE,PARADIP,Coking Coal,562.5,Coking Coal,70000.0
2023-04-01,MAPUTO,VISAKHAPATNAM,Coking Coal,562.5,Coking Coal,70000.0
2023-04-01,NEWCASTLE,DHAMRA,Thermal Coal,562.5,Thermal Coal,70000.0
2023-04-01,HAY_POINT,DHAMRA,Coking Coal,562.5,Coking Coal,70000.0
2023-04-01,RICHARDS_BAY,PARADIP,Thermal Coal,562.5,Thermal Coal,70000.0
2023-04-01,TANJUNG_BARA,DHAMRA,Thermal Coal,562.5,Thermal Coal,70000.0
2023-04-01,HAY_POINT,PARADIP,Coking Coal,562.5,Coking Coal,70000.0
2023-04-02,TANJUNG_BARA,PARADIP,Thermal Coal,558.6,Thermal Coal,70000.0
2023-04-02,MAPUTO,VISAKHAPATNAM,Coking Coal,558.6,Coking Coal,70000.0
2023-04-02,GLADSTONE,PARADIP,Coking Coal,558.6,Coking Coal,70000.0
2023-04-02,HAY_POINT,DHAMRA,Coking Coal,558.6,Coking Coal,70000.0
2023-04-02,HAY_POINT,VISAKHAPATNAM,Coking Coal,558.6,Coking Coal,70000.0
2023-04-02,TANJUNG_BARA,DHAMRA,Thermal Coal,558.6,Thermal Coal,70000.0
2023-04-02,BALIKPAPAN,KAMARAJAR,Thermal Coal,558.6,Thermal Coal,70000.0
2023-04-02,NEWCASTLE,DHAMRA,Thermal Coal,558.6,Thermal Coal,70000.0
2023-04-02,RICHARDS_BAY,PARADIP,Thermal Coal,558.6,Thermal Coal,70000.0
2023-04-02,HAY_POINT,PARADIP,Coking Coal,558.6,Coking Coal,70000.0
2023-04-03,HAY_POINT,PARADIP,Coking Coal,556.2,Coking Coal,70000.0
2023-04-03,BALIKPAPAN,KAMARAJAR,Thermal Coal,556.2,Thermal Coal,70000.0
2023-04-03,MAPUTO,VISAKHAPATNAM,Coking Coal,556.2,Coking Coal,70000.0
2023-04-03,TANJUNG_BARA,PARADIP,Thermal Coal,556.2,Thermal Coal,70000.0
2023-04-03,GLADSTONE,PARADIP,Coking Coal,556.2,Coking Coal,70000.0
2023-04-03,RICHARDS_BAY,PARADIP,Thermal Coal,556.2,Thermal Coal,70000.0
2023-04-03,HAY_POINT,VISAKHAPATNAM,Coking Coal,556.2,Coking Coal,70000.0
2023-04-03,NEWCASTLE,DHAMRA,Thermal Coal,556.2,Thermal Coal,70000.0
2023-04-03,HAY_POINT,DHAMRA,Coking Coal,556.2,Coking Coal,70000.0
2023-04-03,TANJUNG_BARA,DHAMRA,Thermal Coal,556.2,Thermal Coal,70000.0
2023-04-04,HAY_POINT,DHAMRA,Coking Coal,556.6,Coking Coal,70000.0
2023-04-04,HAY_POINT,PARADIP,Coking Coal,556.6,Coking Coal,70000.0
2023-04-04,HAY_POINT,VISAKHAPATNAM,Coking Coal,556.6,Coking Coal,70000.0
2023-04-04,BALIKPAPAN,KAMARAJAR,Thermal Coal,556.6,Thermal Coal,70000.0
2023-04-04,MAPUTO,VISAKHAPATNAM,Coking Coal,556.6,Coking Coal,70000.0
2023-04-04,NEWCASTLE,DHAMRA,Thermal Coal,556.6,Thermal Coal,70000.0
2023-04-04,TANJUNG_BARA,DHAMRA,Thermal Coal,556.6,Thermal Coal,70000.0
2023-04-04,GLADSTONE,PARADIP,Coking Coal,556.6,Coking Coal,70000.0
2023-04-04,RICHARDS_BAY,PARADIP,Thermal Coal,556.6,Thermal Coal,70000.0
2023-04-04,TANJUNG_BARA,PARADIP,Thermal Coal,556.6,Thermal Coal,70000.0
2023-04-05,TANJUNG_BARA,PARADIP,Thermal Coal,551.7,Thermal Coal,70000.0
2023-04-05,HAY_POINT,VISAKHAPATNAM,Coking Coal,551.7,Coking Coal,70000.0
2023-04-05,TANJUNG_BARA,DHAMRA,Thermal Coal,551.7,Thermal Coal,70000.0
2023-04-05,GLADSTONE,PARADIP,Coking Coal,551.7,Coking Coal,70000.0
2023-04-05,MAPUTO,VISAKHAPATNAM,Coking Coal,551.7,Coking Coal,70000.0
2023-04-05,BALIKPAPAN,KAMARAJAR,Thermal Coal,551.7,Thermal Coal,70000.0
2023-04-05,HAY_POINT,PARADIP,Coking Coal,551.7,Coking Coal,70000.0
2023-04-05,RICHARDS_BAY,PARADIP,Thermal Coal,551.7,Thermal Coal,70000.0
2023-04-05,NEWCASTLE,DHAMRA,Thermal Coal,551.7,Thermal Coal,70000.0
2023-04-05,HAY_POINT,DHAMRA,Coking Coal,551.7,Coking Coal,70000.0
2023-04-06,TANJUNG_BARA,PARADIP,Thermal Coal,551.1,Thermal Coal,70000.0
2023-04-06,HAY_POINT,PARADIP,Coking Coal,551.1,Coking Coal,70000.0
2023-04-06,HAY_POINT,DHAMRA,Coking Coal,551.1,Coking Coal,70000.0
2023-04-06,TANJUNG_BARA,DHAMRA,Thermal Coal,551.1,Thermal Coal,70000.0
2023-04-06,RICHARDS_BAY,PARADIP,Thermal Coal,551.1,Thermal Coal,70000.0
2023-04-06,GLADSTONE,PARADIP,Coking Coal,551.1,Coking Coal,70000.0
2023-04-06,NEWCASTLE,DHAMRA,Thermal Coal,551.1,Thermal Coal,70000.0
2023-04-06,MAPUTO,VISAKHAPATNAM,Coking Coal,551.1,Coking Coal,70000.0
2023-04-06,BALIKPAPAN,KAMARAJAR,Thermal Coal,551.1,Thermal Coal,70000.0
2023-04-06,HAY_POINT,VISAKHAPATNAM,Coking Coal,551.1,Coking Coal,70000.0
2023-04-07,BALIKPAPAN,KAMARAJAR,Thermal Coal,548.6,Thermal Coal,70000.0
2023-04-07,TANJUNG_BARA,PARADIP,Thermal Coal,548.6,Thermal Coal,70000.0
2023-04-07,MAPUTO,VISAKHAPATNAM,Coking Coal,548.6,Coking Coal,70000.0
2023-04-07,HAY_POINT,PARADIP,Coking Coal,548.6,Coking Coal,70000.0
2023-04-07,GLADSTONE,PARADIP,Coking Coal,548.6,Coking Coal,70000.0
2023-04-07,HAY_POINT,DHAMRA,Coking Coal,548.6,Coking Coal,70000.0
2023-04-07,TANJUNG_BARA,DHAMRA,Thermal Coal,548.6,Thermal Coal,70000.0
2023-04-07,NEWCASTLE,DHAMRA,Thermal Coal,548.6,Thermal Coal,70000.0
2023-04-07,HAY_POINT,VISAKHAPATNAM,Coking Coal,548.6,Coking Coal,70000.0
2023-04-07,RICHARDS_BAY,PARADIP,Thermal Coal,548.6,Thermal Coal,70000.0
2023-04-08,MAPUTO,VISAKHAPATNAM,Coking Coal,546.2,Coking Coal,70000.0
2023-04-08,HAY_POINT,PARADIP,Coking Coal,546.2,Coking Coal,70000.0
2023-04-08,RICHARDS_BAY,PARADIP,Thermal Coal,546.2,Thermal Coal,70000.0
2023-04-08,TANJUNG_BARA,PARADIP,Thermal Coal,546.2,Thermal Coal,70000.0
2023-04-08,NEWCASTLE,DHAMRA,Thermal Coal,546.2,Thermal Coal,70000.0
2023-04-08,HAY_POINT,VISAKHAPATNAM,Coking Coal,546.2,Coking Coal,70000.0
2023-04-08,GLADSTONE,PARADIP,Coking Coal,546.2,Coking Coal,70000.0
2023-04-08,HAY_POINT,DHAMRA,Coking Coal,546.2,Coking Coal,70000.0
2023-04-08,BALIKPAPAN,KAMARAJAR,Thermal Coal,546.2,Thermal Coal,70000.0
2023-04-08,TANJUNG_BARA,DHAMRA,Thermal Coal,546.2,Thermal Coal,70000.0
2023-04-09,HAY_POINT,PARADIP,Coking Coal,543.5,Coking Coal,70000.0
2023-04-09,HAY_POINT,VISAKHAPATNAM,Coking Coal,543.5,Coking Coal,70000.0
2023-04-09,TANJUNG_BARA,DHAMRA,Thermal Coal,543.5,Thermal Coal,70000.0
2023-04-09,TANJUNG_BARA,PARADIP,Thermal Coal,543.5,Thermal Coal,70000.0
2023-04-09,HAY_POINT,DHAMRA,Coking Coal,543.5,Coking Coal,70000.0
2023-04-09,NEWCASTLE,DHAMRA,Thermal Coal,543.5,Thermal Coal,70000.0
2023-04-09,GLADSTONE,PARADIP,Coking Coal,543.5,Coking Coal,70000.0
2023-04-09,RICHARDS_BAY,PARADIP,Thermal Coal,543.5,Thermal Coal,70000.0
2023-04-09,MAPUTO,VISAKHAPATNAM,Coking Coal,543.5,Coking Coal,70000.0
2023-04-09,BALIKPAPAN,KAMARAJAR,Thermal Coal,543.5,Thermal Coal,70000.0
2023-04-10,GLADSTONE,PARADIP,Coking Coal,546.7,Coking Coal,70000.0
2023-04-10,HAY_POINT,VISAKHAPATNAM,Coking Coal,546.7,Coking Coal,70000.0
2023-04-10,TANJUNG_BARA,DHAMRA,Thermal Coal,546.7,Thermal Coal,70000.0
2023-04-10,BALIKPAPAN,KAMARAJAR,Thermal Coal,546.7,Thermal Coal,70000.0
2023-04-10,HAY_POINT,PARADIP,Coking Coal,546.7,Coking Coal,70000.0
2023-04-10,MAPUTO,VISAKHAPATNAM,Coking Coal,546.7,Coking Coal,70000.0
2023-04-10,RICHARDS_BAY,PARADIP,Thermal Coal,546.7,Thermal Coal,70000.0
2023-04-10,HAY_POINT,DHAMRA,Coking Coal,546.7,Coking Coal,70000.0
2023-04-10,NEWCASTLE,DHAMRA,Thermal Coal,546.7,Thermal Coal,70000.0
2023-04-10,TANJUNG_BARA,PARADIP,Thermal Coal,546.7,Thermal Coal,70000.0
2023-04-11,TANJUNG_BARA,PARADIP,Thermal Coal,544.5,Thermal Coal,70000.0
2023-04-11,HAY_POINT,DHAMRA,Coking Coal,544.5,Coking Coal,70000.0
2023-04-11,BALIKPAPAN,KAMARAJAR,Thermal Coal,544.5,Thermal Coal,70000.0
2023-04-11,MAPUTO,VISAKHAPATNAM,Coking Coal,544.5,Coking Coal,70000.0
2023-04-11,GLADSTONE,PARADIP,Coking Coal,544.5,Coking Coal,70000.0
2023-04-11,HAY_POINT,PARADIP,Coking Coal,544.5,Coking Coal,70000.0
2023-04-11,NEWCASTLE,DHAMRA,Thermal Coal,544.5,Thermal Coal,70000.0
2023-04-11,RICHARDS_BAY,PARADIP,Thermal Coal,544.5,Thermal Coal,70000.0
2023-04-11,HAY_POINT,VISAKHAPATNAM,Coking Coal,544.5,Coking Coal,70000.0
2023-04-11,TANJUNG_BARA,DHAMRA,Thermal Coal,544.5,Thermal Coal,70000.0
2023-04-12,GLADSTONE,PARADIP,Coking Coal,544.4,Coking Coal,70000.0
2023-04-12,RICHARDS_BAY,PARADIP,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-12,BALIKPAPAN,KAMARAJAR,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-12,HAY_POINT,DHAMRA,Coking Coal,544.4,Coking Coal,70000.0
2023-04-12,HAY_POINT,VISAKHAPATNAM,Coking Coal,544.4,Coking Coal,70000.0
2023-04-12,MAPUTO,VISAKHAPATNAM,Coking Coal,544.4,Coking Coal,70000.0
2023-04-12,HAY_POINT,PARADIP,Coking Coal,544.4,Coking Coal,70000.0
2023-04-12,TANJUNG_BARA,PARADIP,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-12,NEWCASTLE,DHAMRA,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-12,TANJUNG_BARA,DHAMRA,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-13,RICHARDS_BAY,PARADIP,Thermal Coal,542.0,Thermal Coal,70000.0
2023-04-13,HAY_POINT,DHAMRA,Coking Coal,542.0,Coking Coal,70000.0
2023-04-13,GLADSTONE,PARADIP,Coking Coal,542.0,Coking Coal,70000.0
2023-04-13,HAY_POINT,VISAKHAPATNAM,Coking Coal,542.0,Coking Coal,70000.0
2023-04-13,HAY_POINT,PARADIP,Coking Coal,542.0,Coking Coal,70000.0
2023-04-13,TANJUNG_BARA,DHAMRA,Thermal Coal,542.0,Thermal Coal,70000.0
2023-04-13,NEWCASTLE,DHAMRA,Thermal Coal,542.0,Thermal Coal,70000.0
2023-04-13,TANJUNG_BARA,PARADIP,Thermal Coal,542.0,Thermal Coal,70000.0
2023-04-13,MAPUTO,VISAKHAPATNAM,Coking Coal,542.0,Coking Coal,70000.0
2023-04-13,BALIKPAPAN,KAMARAJAR,Thermal Coal,542.0,Thermal Coal,70000.0
2023-04-14,HAY_POINT,PARADIP,Coking Coal,541.1,Coking Coal,70000.0
2023-04-14,MAPUTO,VISAKHAPATNAM,Coking Coal,541.1,Coking Coal,70000.0
2023-04-14,GLADSTONE,PARADIP,Coking Coal,541.1,Coking Coal,70000.0
2023-04-14,BALIKPAPAN,KAMARAJAR,Thermal Coal,541.1,Thermal Coal,70000.0
2023-04-14,NEWCASTLE,DHAMRA,Thermal Coal,541.1,Thermal Coal,70000.0
2023-04-14,TANJUNG_BARA,DHAMRA,Thermal Coal,541.1,Thermal Coal,70000.0
2023-04-14,HAY_POINT,VISAKHAPATNAM,Coking Coal,541.1,Coking Coal,70000.0
2023-04-14,HAY_POINT,DHAMRA,Coking Coal,541.1,Coking Coal,70000.0
2023-04-14,TANJUNG_BARA,PARADIP,Thermal Coal,541.1,Thermal Coal,70000.0
2023-04-14,RICHARDS_BAY,PARADIP,Thermal Coal,541.1,Thermal Coal,70000.0
2023-04-15,BALIKPAPAN,KAMARAJAR,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-15,HAY_POINT,DHAMRA,Coking Coal,544.4,Coking Coal,70000.0
2023-04-15,MAPUTO,VISAKHAPATNAM,Coking Coal,544.4,Coking Coal,70000.0
2023-04-15,TANJUNG_BARA,DHAMRA,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-15,NEWCASTLE,DHAMRA,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-15,RICHARDS_BAY,PARADIP,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-15,HAY_POINT,PARADIP,Coking Coal,544.4,Coking Coal,70000.0
2023-04-15,TANJUNG_BARA,PARADIP,Thermal Coal,544.4,Thermal Coal,70000.0
2023-04-15,HAY_POINT,VISAKHAPATNAM,Coking Coal,544.4,Coking Coal,70000.0
2023-04-15,GLADSTONE,PARADIP,Coking Coal,544.4,Coking Coal,70000.0
2023-04-16,TANJUNG_BARA,PARADIP,Thermal Coal,547.1,Thermal Coal,70000.0
2023-04-16,NEWCASTLE,DHAMRA,Thermal Coal,547.1,Thermal Coal,70000.0
2023-04-16,MAPUTO,VISAKHAPATNAM,Coking Coal,547.1,Coking Coal,70000.0
2023-04-16,BALIKPAPAN,KAMARAJAR,Thermal Coal,547.1,Thermal Coal,70000.0
2023-04-16,HAY_POINT,DHAMRA,Coking Coal,547.1,Coking Coal,70000.0
2023-04-16,TANJUNG_BARA,DHAMRA,Thermal Coal,547.1,Thermal Coal,70000.0
2023-04-16,RICHARDS_BAY,PARADIP,Thermal Coal,547.1,Thermal Coal,70000.0
2023-04-16,HAY_POINT,VISAKHAPATNAM,Coking Coal,547.1,Coking Coal,70000.0
2023-04-16,HAY_POINT,PARADIP,Coking Coal,547.1,Coking Coal,70000.0
2023-04-16,GLADSTONE,PARADIP,Coking Coal,547.1,Coking Coal,70000.0
2023-04-17,GLADSTONE,PARADIP,Coking Coal,546.6,Coking Coal,70000.0
2023-04-17,RICHARDS_BAY,PARADIP,Thermal Coal,546.6,Thermal Coal,70000.0
2023-04-17,TANJUNG_BARA,PARADIP,Thermal Coal,546.6,Thermal Coal,70000.0
2023-04-17,TANJUNG_BARA,DHAMRA,Thermal Coal,546.6,Thermal Coal,70000.0
2023-04-17,HAY_POINT,PARADIP,Coking Coal,546.6,Coking Coal,70000.0
2023-04-17,NEWCASTLE,DHAMRA,Thermal Coal,546.6,Thermal Coal,70000.0
2023-04-17,MAPUTO,VISAKHAPATNAM,Coking Coal,546.6,Coking Coal,70000.0
2023-04-17,HAY_POINT,DHAMRA,Coking Coal,546.6,Coking Coal,70000.0
2023-04-17,HAY_POINT,VISAKHAPATNAM,Coking Coal,546.6,Coking Coal,70000.0
2023-04-17,BALIKPAPAN,KAMARAJAR,Thermal Coal,546.6,Thermal Coal,70000.0
2023-04-18,HAY_POINT,PARADIP,Coking Coal,543.3,Coking Coal,70000.0
2023-04-18,GLADSTONE,PARADIP,Coking Coal,543.3,Coking Coal,70000.0
2023-04-18,NEWCASTLE,DHAMRA,Thermal Coal,543.3,Thermal Coal,70000.0
2023-04-18,MAPUTO,VISAKHAPATNAM,Coking Coal,543.3,Coking Coal,70000.0
2023-04-18,TANJUNG_BARA,PARADIP,Thermal Coal,543.3,Thermal Coal,70000.0
2023-04-18,HAY_POINT,DHAMRA,Coking Coal,543.3,Coking Coal,70000.0
2023-04-18,TANJUNG_BARA,DHAMRA,Thermal Coal,543.3,Thermal Coal,70000.0
2023-04-18,HAY_POINT,VISAKHAPATNAM,Coking Coal,543.3,Coking Coal,70000.0
2023-04-18,BALIKPAPAN,KAMARAJAR,Thermal Coal,543.3,Thermal Coal,70000.0
2023-04-18,RICHARDS_BAY,PARADIP,Thermal Coal,543.3,Thermal Coal,70000.0
2023-04-19,GLADSTONE,PARADIP,Coking Coal,538.5,Coking Coal,70000.0
2023-04-19,BALIKPAPAN,KAMARAJAR,Thermal Coal,538.5,Thermal Coal,70000.0
2023-04-19,TANJUNG_BARA,DHAMRA,Thermal Coal,538.5,Thermal Coal,70000.0
2023-04-19,TANJUNG_BARA,PARADIP,Thermal Coal,538.5,Thermal Coal,70000.0
2023-04-19,HAY_POINT,DHAMRA,Coking Coal,538.5,Coking Coal,70000.0
2023-04-19,HAY_POINT,PARADIP,Coking Coal,538.5,Coking Coal,70000.0
2023-04-19,HAY_POINT,VISAKHAPATNAM,Coking Coal,538.5,Coking Coal,70000.0
2023-04-19,MAPUTO,VISAKHAPATNAM,Coking Coal,538.5,Coking Coal,70000.0
2023-04-19,NEWCASTLE,DHAMRA,Thermal Coal,538.5,Thermal Coal,70000.0
2023-04-19,RICHARDS_BAY,PARADIP,Thermal Coal,538.5,Thermal Coal,70000.0
2023-04-20,HAY_POINT,DHAMRA,Coking Coal,541.0,Coking Coal,70000.0
2023-04-20,BALIKPAPAN,KAMARAJAR,Thermal Coal,541.0,Thermal Coal,70000.0
2023-04-20,HAY_POINT,PARADIP,Coking Coal,541.0,Coking Coal,70000.0
2023-04-20,NEWCASTLE,DHAMRA,Thermal Coal,541.0,Thermal Coal,70000.0
2023-04-20,RICHARDS_BAY,PARADIP,Thermal Coal,541.0,Thermal Coal,70000.0
2023-04-20,HAY_POINT,VISAKHAPATNAM,Coking Coal,541.0,Coking Coal,70000.0
2023-04-20,TANJUNG_BARA,PARADIP,Thermal Coal,541.0,Thermal Coal,70000.0
2023-04-20,TANJUNG_BARA,DHAMRA,Thermal Coal,541.0,Thermal Coal,70000.0
2023-04-20,GLADSTONE,PARADIP,Coking Coal,541.0,Coking Coal,70000.0
2023-04-20,MAPUTO,VISAKHAPATNAM,Coking Coal,541.0,Coking Coal,70000.0
2023-04-21,TANJUNG_BARA,PARADIP,Thermal Coal,537.4,Thermal Coal,70000.0
2023-04-21,TANJUNG_BARA,DHAMRA,Thermal Coal,537.4,Thermal Coal,70000.0
2023-04-21,HAY_POINT,VISAKHAPATNAM,Coking Coal,537.4,Coking Coal,70000.0
2023-04-21,HAY_POINT,DHAMRA,Coking Coal,537.4,Coking Coal,70000.0
2023-04-21,NEWCASTLE,DHAMRA,Thermal Coal,537.4,Thermal Coal,70000.0
2023-04-21,RICHARDS_BAY,PARADIP,Thermal Coal,537.4,Thermal Coal,70000.0
2023-04-21,MAPUTO,VISAKHAPATNAM,Coking Coal,537.4,Coking Coal,70000.0
2023-04-21,HAY_POINT,PARADIP,Coking Coal,537.4,Coking Coal,70000.0
2023-04-21,GLADSTONE,PARADIP,Coking Coal,537.4,Coking Coal,70000.0
2023-04-21,BALIKPAPAN,KAMARAJAR,Thermal Coal,537.4,Thermal Coal,70000.0
2023-04-22,BALIKPAPAN,KAMARAJAR,Thermal Coal,541.3,Thermal Coal,70000.0
2023-04-22,GLADSTONE,PARADIP,Coking Coal,541.3,Coking Coal,70000.0
2023-04-22,HAY_POINT,VISAKHAPATNAM,Coking Coal,541.3,Coking Coal,70000.0
2023-04-22,HAY_POINT,PARADIP,Coking Coal,541.3,Coking Coal,70000.0
2023-04-22,NEWCASTLE,DHAMRA,Thermal Coal,541.3,Thermal Coal,70000.0
2023-04-22,MAPUTO,VISAKHAPATNAM,Coking Coal,541.3,Coking Coal,70000.0
2023-04-22,TANJUNG_BARA,DHAMRA,Thermal Coal,541.3,Thermal Coal,70000.0
2023-04-22,TANJUNG_BARA,PARADIP,Thermal Coal,541.3,Thermal Coal,70000.0
2023-04-22,RICHARDS_BAY,PARADIP,Thermal Coal,541.3,Thermal Coal,70000.0
2023-04-22,HAY_POINT,DHAMRA,Coking Coal,541.3,Coking Coal,70000.0
2023-04-23,HAY_POINT,VISAKHAPATNAM,Coking Coal,540.0,Coking Coal,70000.0
2023-04-23,TANJUNG_BARA,PARADIP,Thermal Coal,540.0,Thermal Coal,70000.0
2023-04-23,NEWCASTLE,DHAMRA,Thermal Coal,540.0,Thermal Coal,70000.0
2023-04-23,RICHARDS_BAY,PARADIP,Thermal Coal,540.0,Thermal Coal,70000.0
2023-04-23,HAY_POINT,DHAMRA,Coking Coal,540.0,Coking Coal,70000.0
2023-04-23,HAY_POINT,PARADIP,Coking Coal,540.0,Coking Coal,70000.0
2023-04-23,BALIKPAPAN,KAMARAJAR,Thermal Coal,540.0,Thermal Coal,70000.0
2023-04-23,GLADSTONE,PARADIP,Coking Coal,540.0,Coking Coal,70000.0
2023-04-23,MAPUTO,VISAKHAPATNAM,Coking Coal,540.0,Coking Coal,70000.0
2023-04-23,TANJUNG_BARA,DHAMRA,Thermal Coal,540.0,Thermal Coal,70000.0
2023-04-24,RICHARDS_BAY,PARADIP,Thermal Coal,536.7,Thermal Coal,70000.0
2023-04-24,HAY_POINT,PARADIP,Coking Coal,536.7,Coking Coal,70000.0
2023-04-24,TANJUNG_BARA,DHAMRA,Thermal Coal,536.7,Thermal Coal,70000.0
2023-04-24,GLADSTONE,PARADIP,Coking Coal,536.7,Coking Coal,70000.0
2023-04-24,HAY_POINT,VISAKHAPATNAM,Coking Coal,536.7,Coking Coal,70000.0
2023-04-24,MAPUTO,VISAKHAPATNAM,Coking Coal,536.7,Coking Coal,70000.0
2023-04-24,BALIKPAPAN,KAMARAJAR,Thermal Coal,536.7,Thermal Coal,70000.0
2023-04-24,HAY_POINT,DHAMRA,Coking Coal,536.7,Coking Coal,70000.0
2023-04-24,NEWCASTLE,DHAMRA,Thermal Coal,536.7,Thermal Coal,70000.0
2023-04-24,TANJUNG_BARA,PARADIP,Thermal Coal,536.7,Thermal Coal,70000.0
2023-04-25,NEWCASTLE,DHAMRA,Thermal Coal,534.7,Thermal Coal,70000.0
2023-04-25,GLADSTONE,PARADIP,Coking Coal,534.7,Coking Coal,70000.0
2023-04-25,TANJUNG_BARA,PARADIP,Thermal Coal,534.7,Thermal Coal,70000.0
2023-04-25,RICHARDS_BAY,PARADIP,Thermal Coal,534.7,Thermal Coal,70000.0
2023-04-25,HAY_POINT,PARADIP,Coking Coal,534.7,Coking Coal,70000.0
2023-04-25,HAY_POINT,VISAKHAPATNAM,Coking Coal,534.7,Coking Coal,70000.0
2023-04-25,HAY_POINT,DHAMRA,Coking Coal,534.7,Coking Coal,70000.0
2023-04-25,BALIKPAPAN,KAMARAJAR,Thermal Coal,534.7,Thermal Coal,70000.0
2023-04-25,TANJUNG_BARA,DHAMRA,Thermal Coal,534.7,Thermal Coal,70000.0
2023-04-25,MAPUTO,VISAKHAPATNAM,Coking Coal,534.7,Coking Coal,70000.0
2023-04-26,RICHARDS_BAY,PARADIP,Thermal Coal,528.9,Thermal Coal,70000.0
2023-04-26,HAY_POINT,DHAMRA,Coking Coal,528.9,Coking Coal,70000.0
2023-04-26,HAY_POINT,VISAKHAPATNAM,Coking Coal,528.9,Coking Coal,70000.0
2023-04-26,MAPUTO,VISAKHAPATNAM,Coking Coal,528.9,Coking Coal,70000.0
2023-04-26,HAY_POINT,PARADIP,Coking Coal,528.9,Coking Coal,70000.0
2023-04-26,BALIKPAPAN,KAMARAJAR,Thermal Coal,528.9,Thermal Coal,70000.0
2023-04-26,NEWCASTLE,DHAMRA,Thermal Coal,528.9,Thermal Coal,70000.0
2023-04-26,TANJUNG_BARA,PARADIP,Thermal Coal,528.9,Thermal Coal,70000.0
2023-04-26,GLADSTONE,PARADIP,Coking Coal,528.9,Coking Coal,70000.0
2023-04-26,TANJUNG_BARA,DHAMRA,Thermal Coal,528.9,Thermal Coal,70000.0
2023-04-27,MAPUTO,VISAKHAPATNAM,Coking Coal,528.0,Coking Coal,70000.0
2023-04-27,GLADSTONE,PARADIP,Coking Coal,528.0,Coking Coal,70000.0
2023-04-27,NEWCASTLE,DHAMRA,Thermal Coal,528.0,Thermal Coal,70000.0
